Sent,Received,Returned,Frames,Nodes
1879278934727,1879289404387,1879366222678,17,6
1879284194338,1879299629063,1879371537093,17,6
1879289340995,1879314940262,1879376805606,17,6
1879294443682,1879320050273,1879382048987,17,6
1879299541446,1879325189136,1879387218553,17,6
1879304705326,1879314925988,1879392496034,17,6
1879309851488,1879325156404,1879397814783,17,6
1879314986979,1879340549064,1879402963279,17,6
1879320109272,1879340526416,1879408382161,17,6
1879325168055,1879350780757,1879413584075,17,6
1879330252911,1879340504486,1879418710963,17,6
1879335337211,1879350784672,1879423853873,17,6
1879340419055,1879350790566,1879429022202,17,6
1879345491816,1879350798558,1879434189004,17,6
1879350651731,1879371624241,1879439565947,17,6
1879355883321,1879371564051,1879444785146,17,6
1879361104152,1879381980090,1879449919054,17,6
