Sent,Received,Returned,Frames,Nodes
2433623885770,2433634556652,2433685553708,12,3
2433629141209,2433634585508,2433690688628,12,3
2433634342433,2433644749696,2433695928815,12,3
2433639487297,2433649864284,2433701204621,12,3
2433644608999,2433649801196,2433706433555,12,3
2433649697074,2433660040062,2433711628305,12,3
2433654811801,2433665105323,2433716899821,12,3
2433659925869,2433665084920,2433722044331,12,3
2433665072314,2433675332718,2433727254674,12,3
2433670196079,2433680434587,2433732588682,12,3
2433675321894,2433680442856,2433737810338,12,3
2433680458169,2433690680007,2433743148092,12,3
