Sent,Received,Returned,Frames,Nodes
2241360945843,2241399264214,2241499215367,27,12
2241366090481,2241402532830,2241504302268,27,12
2241371196625,2241397413687,2241509376178,27,12
2241376273080,2241381407707,2241514599204,27,12
2241381345717,2241407574472,2241519665691,27,12
2241386416846,2241444121929,2241524755649,27,12
2241392002756,2241406796206,2241529862690,27,12
2241397352275,2241422785071,2241534954512,27,12
2241402428677,2241438994090,2241540166397,27,12
2241407519367,2241444141557,2241545272691,27,12
2241412642231,2241449245649,2241550348726,27,12
2241417729708,2241432193867,2241555485042,27,12
2241422791091,2241469685580,2241560556602,27,12
2241427873498,2241469668284,2241565660894,27,12
2241432945904,2241458504792,2241570738233,27,12
2241438082040,2241489957962,2241575877464,27,12
2241443202018,2241505360092,2241581046763,27,12
2241448294111,2241453376265,2241586135127,27,12
2241453368019,2241495109763,2241591299608,27,12
2241458496198,2241520794748,2241596450274,27,12
2241463564451,2241515651612,2241601554560,27,12
2241468634166,2241494107480,2241606647063,27,12
2241473747181,2241525875179,2241611776725,27,12
2241478856608,2241515617181,2241616907832,27,12
2241483946448,2241551494572,2241621995413,27,12
2241489042754,2241551539516,2241627078494,27,12
2241494147835,2241519649054,2241632212521,27,12
