Sent,Received,Returned,Frames,Nodes
1401060734865,1401076027677,1401193818175,26,6
1401065809364,1401076029834,1401198954862,26,6
1401070948467,1401086230227,1401204207658,26,6
1401076017964,1401081183001,1401209348334,26,6
1401081095479,1401086253236,1401214440507,26,6
1401086230631,1401111884877,1401220577923,26,6
1401091363528,1401106765158,1401225733092,26,6
1401096492732,1401117003584,1401230833184,26,6
1401101622052,1401117006440,1401235929304,26,6
1401106753165,1401117024158,1401241063508,26,6
1401111848638,1401117018277,1401246266338,26,6
1401116950219,1401132390223,1401251367423,26,6
1401122044708,1401137520341,1401256476572,26,6
1401127178484,1401132381841,1401261601717,26,6
1401132315435,1401157891731,1401266723703,26,6
1401137425017,1401147616784,1401271860202,26,6
1401142504697,1401152744122,1401276966255,26,6
1401147579818,1401157943087,1401282073372,26,6
1401152726142,1401168186081,1401287145964,26,6
1401157872605,1401183604177,1401292283379,26,6
1401163022060,1401183480842,1401297394964,26,6
1401168223860,1401178434113,1401302626370,26,6
1401173333562,1401183550013,1401307706435,26,6
1401178454475,1401204117485,1401312836497,26,6
1401183564917,1401193838766,1401317987961,26,6
1401188691358,1401204112801,1401323070708,26,6
