Sent,Received,Returned,Frames,Nodes
2179893578442,2179898801803,2179966441540,14,2
2179898765590,2179903970334,2179971534135,14,2
2179903988485,2179909279235,2179976654191,14,2
2179909240894,2179914502656,2179981818519,14,2
2179914470939,2179919643018,2179986975096,14,2
2179919614338,2179925319812,2179992137374,14,2
2179925284256,2179930475818,2179997268670,14,2
2179930445306,2179935571484,2180002419862,14,2
2179935524764,2179940713013,2180007540730,14,2
2179940681879,2179945850784,2180012664854,14,2
2179945824095,2179950965885,2180017786856,14,2
2179951018736,2179956225760,2180022918339,14,2
2179956186821,2179961339344,2180028085794,14,2
2179961308854,2179966486993,2180033259535,14,2
