Sent,Received,Returned,Frames,Nodes
2196211724685,2196232148845,2196324556279,22,5
2196216795406,2196232168153,2196329724423,22,5
2196221882089,2196237272588,2196334930072,22,5
2196227029321,2196237269429,2196340227737,22,5
2196232181015,2196242449522,2196345415276,22,5
2196237263422,2196242439034,2196350707910,22,5
2196242380339,2196257804594,2196355876787,22,5
2196247458091,2196257850262,2196361142223,22,5
2196252634200,2196263025056,2196366338246,22,5
2196257777032,2196262966067,2196371596676,22,5
2196262907367,2196273244655,2196376791310,22,5
2196268020011,2196283546281,2196382006233,22,5
2196273133102,2196293782447,2196387297475,22,5
2196278250099,2196288580966,2196392549241,22,5
2196283402775,2196293775338,2196397743431,22,5
2196288569147,2196293749957,2196402973568,22,5
2196293708763,2196304026562,2196408198082,22,5
2196298820468,2196314370449,2196413376754,22,5
2196303938352,2196320185112,2196418566044,22,5
2196309095062,2196314296187,2196423775410,22,5
2196314241930,2196319485204,2196428899824,22,5
2196319392307,2196329769397,2196434118481,22,5
