Sent,Received,Returned,Frames,Nodes
2275252096944,2275408708557,2275447463162,12,16
2275257182025,2275381383739,2275452568387,12,16
2275262243764,2275373823867,2275457632968,12,16
2275267327565,2275462582658,2275467682471,12,16
2275272397070,2275340430051,2275487035118,12,16
2275277463032,2275282542052,2275492138569,12,16
2275282531546,2275358427659,2275497201094,12,16
2275287603822,2275400075391,2275507194206,12,16
2275292675639,2275469538398,2275512438595,12,16
2275297749150,2275320825353,2275520095806,12,16
2275302822009,2275340445474,2275525156252,12,16
2275307888172,2275356140583,2275530227876,12,16
