Sent,Received,Returned,Frames,Nodes
8797905526355,8797910664136,8797997727038,18,2
8797910647613,8797915736550,8798002830455,18,2
8797915728191,8797920909196,8798007962469,18,2
8797920897251,8797926122054,8798013091359,18,2
8797926068654,8797931230590,8798018402059,18,2
8797931193269,8797936341551,8798023728362,18,2
8797936327044,8797941468577,8798029005649,18,2
8797941423593,8797946574282,8798034225443,18,2
8797946533628,8797951716322,8798039378285,18,2
8797951668598,8797956835588,8798044530441,18,2
8797956787557,8797961946337,8798049687367,18,2
8797961900576,8797967053336,8798054830650,18,2
8797967014715,8797972159302,8798059961852,18,2
8797972126803,8797977276828,8798065111861,18,2
8797977241254,8797982357507,8798070238361,18,2
8797982373067,8797987510818,8798075358743,18,2
8797987522919,8797992660944,8798080508820,18,2
8797992604955,8797997769656,8798085648788,18,2
