Sent,Received,Returned,Frames,Nodes
8924741500104,8924792717936,8924929169513,30,18
8924760657814,8924890525928,8924934334821,30,18
8924765721991,8924885433005,8924939484142,30,18
8924770787000,8924807940984,8924944644915,30,18
8924775890481,8924819614354,8924949766371,30,18
8924781694991,8924890004892,8924955000511,30,18
8924789144711,8924794217261,8924960157536,30,18
8924794752608,8924804881393,8924965320164,30,18
8924799895001,8924931921656,8924970477925,30,18
8924804965115,8924905279411,8924975646481,30,18
8924819918022,8924952735864,8924980755984,30,18
8924825003102,8924869454155,8924985911823,30,18
8924831180339,8924937080770,8924991046951,30,18
8924836251608,8924931256417,8924996162739,30,18
8924843620967,8924936437680,8925001288062,30,18
8924848683611,8924957614041,8925006388570,30,18
8924853754888,8924973101648,8925011564421,30,18
8924858815975,8924983392649,8925016745998,30,18
8924867589617,8924993616475,8925021907330,30,18
8924872658831,8924967390020,8925027078691,30,18
8924877728867,8925003772723,8925032239438,30,18
8924882794426,8924920758157,8925037414194,30,18
8924887909728,8924936394882,8925042631595,30,18
8924892973538,8924957539448,8925047753045,30,18
8924898223605,8924916490344,8925052929751,30,18
8924903470601,8924987917104,8925058095272,30,18
8924908604762,8924926699826,8925063265343,30,18
8924913757741,8925013835156,8925068440413,30,18
8924918819207,8925018924818,8925073544102,30,18
8924924001356,8925044745820,8925078668532,30,18
