Sent,Received,Returned,Frames,Nodes
8819034207062,8819039320955,8819168330918,23,6
8819039297658,8819075591828,8819173442539,23,6
8819044431307,8819063875363,8819178517932,23,6
8819049600465,8819080657617,8819183593713,23,6
8819070500378,8819080678781,8819188666692,23,6
8819075658103,8819096003684,8819193771729,23,6
8819080721052,8819101092620,8819198838137,23,6
8819085798925,8819099880841,8819203935080,23,6
8819092091270,8819099886084,8819209002088,23,6
8819097174308,8819126966991,8819214104592,23,6
8819102273588,8819132024779,8819219204900,23,6
8819107351780,8819132016290,8819224309826,23,6
8819112422389,8819126867777,8819229410891,23,6
8819117491136,8819142188472,8819234515673,23,6
8819122559439,8819130394980,8819239623580,23,6
8819127609982,8819157540684,8819244693270,23,6
8819132701491,8819162621741,8819249798845,23,6
8819137800223,8819167687320,8819254899488,23,6
8819142865956,8819162523981,8819259992369,23,6
8819147936551,8819155805326,8819265093538,23,6
8819153049590,8819172758909,8819270207583,23,6
8819158149006,8819182941215,8819275307205,23,6
8819163215238,8819188012892,8819280375382,23,6
