Sent,Received,Returned,Frames,Nodes
8815274436393,8815295961400,8815436698099,28,5
8815279616731,8815284822067,8815441773228,28,5
8815284722310,8815311634790,8815446849148,28,5
8815296052307,8815316742490,8815451920247,28,5
8815301196933,8815321864933,8815456994463,28,5
8815306296778,8815311449918,8815462070420,28,5
8815311439232,8815331987032,8815467143431,28,5
8815316582814,8815340682402,8815472217891,28,5
8815321692792,8815331910860,8815477289979,28,5
8815326770858,8815331877640,8815482372876,28,5
8815331850640,8815356727676,8815487447581,28,5
8815350270148,8815366890477,8815492568084,28,5
8815355392847,8815371975392,8815497646517,28,5
8815360488177,8815366842571,8815502746093,28,5
8815365564188,8815387233522,8815507818007,28,5
8815370640738,8815382148546,8815512930615,28,5
8815375711801,8815392288392,8815518008219,28,5
8815380792835,8815402530237,8815523099517,28,5
8815385892644,8815407608905,8815528218077,28,5
8815390971854,8815412691910,8815533333544,28,5
8815396064190,8815407615335,8815538436174,28,5
8815401139560,8815422859629,8815543511681,28,5
8815406221076,8815412660913,8815548620057,28,5
8815411292841,8815428001062,8815553750119,28,5
8815416385176,8815422830992,8815558851066,28,5
8815421456034,8815427922409,8815563955591,28,5
8815426525593,8815443231039,8815569062424,28,5
8815431623966,8815448363375,8815574171734,28,5
