Sent,Received,Returned,Frames,Nodes
8922896809834,8922924730832,8923069535216,26,18
8922905594073,8923029820054,8923078106320,26,18
8922910697664,8922934878626,8923090914478,26,18
8922919911736,8923083234857,8923098761756,26,18
8922924989628,8923047890843,8923104698010,26,18
8922930055403,8922977981826,8923109763543,26,18
8922935122437,8922949965893,8923114853270,26,18
8922940188099,8922955032824,8923119946657,26,18
8922945251058,8922960097466,8923125027143,26,18
8922950317461,8923080018021,8923130382982,26,18
8922955386186,8923085092815,8923135471701,26,18
8922960451019,8923135246489,8923140561076,26,18
8922974499889,8923100459277,8923145627274,26,18
8922979566527,8922992715028,8923150708994,26,18
8922987385224,8923144471086,8923155784820,26,18
8922993797705,8923047598922,8923160859705,26,18
8922998874726,8923140659892,8923165966285,26,18
8923004809956,8923120555880,8923171063500,26,18
8923015707089,8923062829340,8923176117832,26,18
8923020842934,8923141054141,8923181195435,26,18
8923025921340,8923129147082,8923186270718,26,18
8923031631772,8923093988399,8923191341405,26,18
8923036698253,8923156312821,8923196413122,26,18
8923041769810,8923109751678,8923201484214,26,18
8923046887175,8923195181698,8923206558441,26,18
8923051935142,8923166330018,8923211639528,26,18
