Sent,Received,Returned,Frames,Nodes
8830745032032,8830755629677,8830877615344,26,8
8830750136579,8830755297368,8830882716974,26,8
8830755252527,8830770912825,8830887805585,26,8
8830760363471,8830765464288,8830892890633,26,8
8830765486848,8830801622455,8830897972634,26,8
8830770562090,8830801614755,8830903093126,26,8
8830775606479,8830780728066,8830908201082,26,8
8830780744752,8830801610451,8830913287008,26,8
8830785848066,8830811820403,8830918374106,26,8
8830790928626,8830811816296,8830923457417,26,8
8830796035499,8830801133999,8830928543613,26,8
8830801118960,8830827021856,8830933629139,26,8
8830806199162,8830816687531,8830938714386,26,8
8830811276562,8830821760386,8830943799080,26,8
8830816400985,8830852556309,8830948893482,26,8
8830821511074,8830837036899,8830954006661,26,8
8830826635282,8830842107955,8830959127034,26,8
8830831731569,8830852372776,8830964215341,26,8
8830836809936,8830862504933,8830969311641,26,8
8830841917718,8830872715619,8830974429566,26,8
8830846998341,8830857238169,8830979513212,26,8
8830852082494,8830857230627,8830984604995,26,8
8830857215111,8830882762736,8830989693272,26,8
8830862311433,8830898106342,8830994789866,26,8
8830867396639,8830887827829,8830999877471,26,8
8830872480925,8830898852044,8831004970840,26,8
