Sent,Received,Returned,Frames,Nodes
19190483615249,19190504167843,19190749901497,15,20
19190488920724,19190499438386,19190764223835,15,20
19190494253808,19190564741601,19190774271705,15,20
19190499631907,19190633887959,19190779446492,15,20
19190504824581,19190644190030,19190784609124,15,20
19190509999840,19190549700723,19190789778760,15,20
19190515202713,19190774177231,19190816858418,15,20
19190521046524,19190530388574,19190844881107,15,20
19190526271767,19190794232892,19190855804046,15,20
19190544331585,19190695044883,19190860946655,15,20
19190549559288,19190789301211,19190869576440,15,20
19190554778979,19190743060976,19190913841874,15,20
19190569130830,19190817669391,19190934744562,15,20
19190574391534,19190886066280,19190964735527,15,20
19190579657994,19190819857259,19190969931488,15,20
