Sent,Received,Returned,Frames,Nodes
8808481136975,8808496503082,8808588416012,21,4
8808486239998,8808501627744,8808593499755,21,4
8808491360844,8808506748697,8808598611730,21,4
8808496484840,8808501618411,8808603669183,21,4
8808501621119,8808516931589,8808608767743,21,4
8808506768207,8808511884942,8808613893164,21,4
8808511875610,8808517015739,8808619022222,21,4
8808517003151,8808532362746,8808624171938,21,4
8808522124795,8808532374022,8808629275878,21,4
8808527190436,8808542564038,8808634380712,21,4
8808532281324,8808542547365,8808639630631,21,4
8808537399119,8808547646711,8808644701562,21,4
8808542501550,8808552777869,8808649788294,21,4
8808547626787,8808562995111,8808654959075,21,4
8808552727818,8808562977299,8808660137785,21,4
8808557833409,8808568047809,8808665256176,21,4
8808562933275,8808568076402,8808670398523,21,4
8808568037446,8808578267780,8808675559711,21,4
8808573141451,8808578259822,8808680675657,21,4
8808578230415,8808593533437,8808685763131,21,4
8808583321073,8808588444760,8808690849868,21,4
