Sent,Received,Returned,Frames,Nodes
8929500749214,8929610328002,8929761736030,10,19
8929505809814,8929625509622,8929766799098,10,19
8929510872551,8929569719836,8929771861507,10,19
8929515937207,8929588471327,8929776925769,10,19
8929520999616,8929615303803,8929781995098,10,19
8929526062700,8929598592062,8929787066287,10,19
8929531127334,8929683756604,8929792138271,10,19
8929536188815,8929695527706,8929797216860,10,19
8929541250963,8929650533099,8929802288374,10,19
8929546311412,8929640604698,8929807357339,10,19
