Sent,Received,Returned,Frames,Nodes
8812382486836,8812392692613,8812459059478,15,5
8812387566764,8812407928163,8812464144079,15,5
8812392637544,8812407924702,8812469271051,15,5
8812397709577,8812407969915,8812474400890,15,5
8812402819351,8812423226378,8812479557302,15,5
8812407935610,8812428336117,8812484699918,15,5
8812413043969,8812428339553,8812489819669,15,5
8812418127083,8812438625801,8812494938469,15,5
8812423199472,8812428283841,8812500048635,15,5
8812428300335,8812433431861,8812505135891,15,5
8812433416751,8812453950637,8812510179039,15,5
8812438636113,8812453980941,8812515377288,15,5
8812443712731,8812464150280,8812520450766,15,5
8812448823466,8812464244864,8812525554177,15,5
8812453942914,8812469322080,8812530668487,15,5
