Sent,Received,Returned,Frames,Nodes
8840696915133,8840743415299,8840779109191,16,10
8840702074275,8840748617485,8840784179628,16,10
8840707212123,8840717844624,8840789263885,16,10
8840712288489,8840733244825,8840794405228,16,10
8840717364035,8840758897892,8840799571346,16,10
8840722433234,8840764103774,8840804697154,16,10
8840727549440,8840748545709,8840809819435,16,10
8840732654702,8840758948371,8840814966101,16,10
8840737769699,8840742885142,8840820099680,16,10
8840742858112,8840779792063,8840825230936,16,10
8840748048051,8840795149534,8840830372652,16,10
8840753253476,8840779687070,8840835488173,16,10
8840758461540,8840774542534,8840840604532,16,10
8840763680848,8840795067104,8840845746668,16,10
8840768879625,8840789932731,8840850907983,16,10
8840774028577,8840820605888,8840856044617,16,10
