Sent,Received,Returned,Frames,Nodes
8937268792268,8937283444508,8937412112000,26,19
8937281282496,8937374116272,8937417244406,26,19
8937286351503,8937384280363,8937422316044,26,19
8937291419291,8937374003882,8937427462053,26,19
8937296487201,8937412079200,8937432639471,26,19
8937301557207,8937399538736,8937437823026,26,19
8937306623941,8937384269459,8937442990507,26,19
8937311689243,8937399516473,8937448058629,26,19
8937316753029,8937447997446,8937453121778,26,19
8937321812806,8937329073628,8937458203007,26,19
8937326873255,8937420030158,8937463307319,26,19
8937331936400,8937430229852,8937468475498,26,19
8937336996216,8937414896591,8937473623711,26,19
8937342055217,8937369398752,8937478699759,26,19
8937347113895,8937458138178,8937483758163,26,19
8937352180306,8937468500747,8937488894565,26,19
8937357240388,8937468441807,8937494064302,26,19
8937362300776,8937478772118,8937499185019,26,19
8937367369599,8937494006287,8937504269990,26,19
8937372432958,8937379679562,8937509476222,26,19
8937377494778,8937384738374,8937514595444,26,19
8937382560392,8937486543064,8937519716391,26,19
8937387595785,8937491601872,8937524977746,26,19
8937392665050,8937434477691,8937530079396,26,19
8937397768321,8937476309606,8937535193279,26,19
8937402945066,8937535212566,8937540364940,26,19
