Sent,Received,Returned,Frames,Nodes
1228365221672,1228370336446,1228436953034,14,4
1228370329474,1228380563256,1228442025733,14,4
1228375436648,1228390761123,1228447107073,14,4
1228380532817,1228398546819,1228452197437,14,4
1228385634893,1228390745584,1228457288373,14,4
1228390738667,1228403658370,1228462394612,14,4
1228396170365,1228401274413,1228467479489,14,4
1228401281922,1228413824986,1228472567832,14,4
1228406387560,1228418892892,1228477650396,14,4
1228411439036,1228423956370,1228482777205,14,4
1228416541394,1228421617395,1228487881911,14,4
1228421623714,1228439254045,1228492977964,14,4
1228426733737,1228439197083,1228498068370,14,4
1228431838262,1228449452494,1228503191946,14,4
