Sent,Received,Returned,Frames,Nodes
1220428572264,1220433659128,1220550957421,24,2
1220433667436,1220438777074,1220556071464,24,2
1220438765429,1220443843241,1220561206009,24,2
1220443838747,1220448957906,1220566322024,24,2
1220448943070,1220454025654,1220571467983,24,2
1220454010219,1220459123201,1220576563489,24,2
1220459109308,1220464221179,1220581717124,24,2
1220464209291,1220469324211,1220586834464,24,2
1220469310113,1220474425782,1220591922453,24,2
1220474412093,1220479491369,1220597006469,24,2
1220479487013,1220484605597,1220602121586,24,2
1220484590909,1220489707760,1220607246367,24,2
1220489688867,1220494807777,1220612395778,24,2
1220494790904,1220499910156,1220617487885,24,2
1220499899363,1220505024457,1220622581596,24,2
1220505007732,1220510127521,1220627707009,24,2
1220510110977,1220515226343,1220632836830,24,2
1220515212589,1220520325912,1220637981215,24,2
1220520279845,1220525396396,1220643099546,24,2
1220525392702,1220530510696,1220648225935,24,2
1220530504957,1220535617270,1220653347386,24,2
1220535610329,1220540742055,1220658470509,24,2
1220540729837,1220545846688,1220663565231,24,2
1220545839171,1220550951735,1220668684517,24,2
