Sent,Received,Returned,Frames,Nodes
1463888658162,1463939182100,1464055741987,13,15
1463893752532,1463953679139,1464060791025,13,15
1463898822637,1464050709969,1464066027761,13,15
1463903898771,1463989636227,1464071134997,13,15
1463908969041,1463992991907,1464079458858,13,15
1463914037456,1464065882446,1464084549557,13,15
1463919107298,1463953921034,1464090716298,13,15
1463924175697,1464042669066,1464095780079,13,15
1463929252445,1464079611604,1464100841864,13,15
1463934321303,1464100187347,1464105907601,13,15
1463939384841,1464065027896,1464110973445,13,15
1463944449246,1464070123477,1464116065050,13,15
1463949517404,1464091266666,1464121168274,13,15
