Sent,Received,Returned,Frames,Nodes
1732068830672,1732073981169,1732208444386,27,8
1732073956378,1732094483447,1732213670773,27,8
1732079065480,1732104637116,1732219044995,27,8
1732084158942,1732109850127,1732224417347,27,8
1732089223983,1732094298526,1732229512148,27,8
1732094290550,1732130320407,1732234651306,27,8
1732099432755,1732119967675,1732240014419,27,8
1732104697028,1732114878115,1732245166637,27,8
1732109892885,1732125087082,1732250496578,27,8
1732114961679,1732135524861,1732255617857,27,8
1732120021252,1732151227743,1732260756708,27,8
1732125120195,1732151172076,1732266018653,27,8
1732130405074,1732145786310,1732271440865,27,8
1732135565598,1732166681508,1732276507711,27,8
1732140677713,1732171981435,1732281599868,27,8
1732145876020,1732156398989,1732286725932,27,8
1732151077336,1732156312395,1732291831099,27,8
1732156586692,1732172037664,1732296969663,27,8
1732161650546,1732187598415,1732302112931,27,8
1732166811959,1732192815479,1732307320372,27,8
1732171921940,1732187504786,1732312425029,27,8
1732177104128,1732197878350,1732317606410,27,8
1732182277209,1732197853684,1732322685411,27,8
1732187490330,1732224129853,1732327778345,27,8
1732192684379,1732208281251,1732332898804,27,8
1732197904964,1732224303242,1732338020798,27,8
1732203150352,1732224456668,1732343260424,27,8
