Sent,Received,Returned,Frames,Nodes
8842920626258,8842963582784,8843048758083,25,10
8842925750433,8842963574360,8843053868288,25,10
8842930823661,8842948302241,8843059034805,25,10
8842935901803,8842979109064,8843064198030,25,10
8842940971853,8842979371126,8843069365672,25,10
8842946042325,8842963557791,8843074507824,25,10
8842951115691,8843005068820,8843079632516,25,10
8842956229037,8843005002315,8843084820626,25,10
8842961338467,8842999881714,8843089942928,25,10
8842966459295,8842989519723,8843095148068,25,10
8842971713549,8842994857510,8843100326686,25,10
8842976936724,8843030640821,8843105520973,25,10
8842982038556,8843005063028,8843110688167,25,10
8842987138930,8843041049460,8843115811663,25,10
8842992209774,8843004796226,8843120985439,25,10
8842997312180,8843035832913,8843126215175,25,10
8843002536065,8843030617379,8843131464488,25,10
8843007821764,8843051209041,8843136661323,25,10
8843012890593,8843046013773,8843141847499,25,10
8843017993793,8843030607713,8843147014515,25,10
8843023191782,8843061565664,8843152208089,25,10
8843028286851,8843046040376,8843157429012,25,10
8843033390034,8843045986022,8843162634259,25,10
8843038459350,8843082058951,8843167786009,25,10
8843043653650,8843092736385,8843173019120,25,10
