Sent,Received,Returned,Frames,Nodes
8820075997931,8820086250722,8820214681377,27,6
8820081141828,8820101632115,8820219783886,27,6
8820086237586,8820101636045,8820224920234,27,6
8820091353339,8820107145018,8820230069615,27,6
8820096494057,8820102064936,8820235219698,27,6
8820101601356,8820122349019,8820240333835,27,6
8820106676724,8820117268106,8820245472586,27,6
8820111746723,8820137875718,8820250573209,27,6
8820116854262,8820122346341,8820255694955,27,6
8820121969886,8820148327503,8820260807757,27,6
8820127049912,8820143104581,8820265946555,27,6
8820132268685,8820137857371,8820271110107,27,6
8820137458449,8820143077154,8820276274027,27,6
8820142676842,8820168866029,8820281417890,27,6
8820147752959,8820174127871,8820286564176,27,6
8820152825833,8820168900040,8820291669244,27,6
8820158042587,8820179202233,8820296829600,27,6
8820163297912,8820179296557,8820301983293,27,6
8820168532498,8820194585318,8820307151773,27,6
8820173753001,8820184328297,8820312308058,27,6
8820178871915,8820189401446,8820317488501,27,6
8820183977059,8820209806526,8820322649893,27,6
8820189092174,8820215014045,8820327807516,27,6
8820194246858,8820220106613,8820333046362,27,6
8820199361452,8820204686108,8820338499859,27,6
8820204445409,8820225237954,8820343684862,27,6
8820209537665,8820220097255,8820348926655,27,6
