Sent,Received,Returned,Frames,Nodes
8860202116615,8860241247702,8860355713558,30,12
8860207213338,8860227166407,8860360842161,30,12
8860212319219,8860232261776,8860365945551,30,12
8860217404263,8860271854670,8860371084805,30,12
8860222906574,8860237118052,8860376183104,30,12
8860227983237,8860247429535,8860381330152,30,12
8860233059316,8860242123585,8860386431805,30,12
8860238129612,8860277106744,8860391614690,30,12
8860243233082,8860257467369,8860396750318,30,12
8860248347407,8860267685868,8860401913736,30,12
8860253450204,8860267653970,8860407111877,30,12
8860258566021,8860272832195,8860412287288,30,12
8860263749469,8860283067163,8860417482599,30,12
8860268947940,8860333277914,8860422660197,30,12
8860274150769,8860302629091,8860427794762,30,12
8860279229141,8860307698019,8860433000804,30,12
8860284328728,8860298266611,8860438231509,30,12
8860289399458,8860323122658,8860443433391,30,12
8860294520513,8860343554330,8860448620119,30,12
8860299622222,8860318742763,8860453807431,30,12
8860304691611,8860323811661,8860459026612,30,12
8860309807379,8860348675769,8860464216043,30,12
8860314910146,8860363958270,8860469404709,30,12
8860320011545,8860353689532,8860474542791,30,12
8860325121872,8860384524951,8860479703122,30,12
8860330193053,8860394897127,8860484878557,30,12
8860335265763,8860354395138,8860490059478,30,12
8860340405024,8860379170137,8860495187054,30,12
8860345517150,8860379189926,8860500362150,30,12
8860350626634,8860379129130,8860505494676,30,12
