Sent,Received,Returned,Frames,Nodes
4658138861014,4658505176106,4658782373118,126,14
4658138893050,4658413559986,4658782389498,126,14
4658138752158,4658689947491,4658782497935,126,14
4658138655501,4658459144913,4658782664390,126,14
4658138624802,4658459199486,4658782692132,126,14
4658138813136,4658368590338,4658782723599,126,14
4658138935646,4658551320190,4658782799841,126,14
4658138949446,4658184566289,4658782850278,126,14
4658138721604,4658367616822,4658782880585,126,14
4658138605492,4658690859516,4658782911998,126,14
4658138617173,4658689777724,4658782935331,126,14
4658138679183,4658736361918,4658782964818,126,14
4658138592928,4658508625804,4658783108383,126,14
4658138780132,4658505133758,4658785300939,126,14
4658143964573,4658464287273,4658787598705,126,14
4658143927126,4658418581255,4658787672180,126,14
4658143816086,4658189776018,4658787717414,126,14
4658143724184,4658694956567,4658787780599,126,14
4658143874860,4658556216708,4658787823723,126,14
4658143696340,4658464276551,4658787844210,126,14
4658143996769,4658648558067,4658787907115,126,14
4658143981275,4658372777162,4658787937563,126,14
4658143786358,4658511614373,4658787975911,126,14
4658143711065,4658741619730,4658787998929,126,14
4658143741915,4658372729353,4658788008546,126,14
4658143730820,4658742292122,4658788040324,126,14
4658143693810,4658513750401,4658788188534,126,14
4658143843546,4658602357970,4658790445137,126,14
4658149041873,4658377859759,4658792742567,126,14
4658148854401,4658746678457,4658792815219,126,14
4658148994378,4658240556930,4658792863949,126,14
4658148821226,4658377837630,4658792893056,126,14
4658148802904,4658332142275,4658792940086,126,14
4658148912563,4658331991255,4658792979982,126,14
4658149044566,4658653759929,4658793035616,126,14
4658148850274,4658423682686,4658793050063,126,14
4658149049351,4658515555192,4658793067283,126,14
4658148786465,4658194722123,4658793090897,126,14
4658148829102,4658607464352,4658793101175,126,14
4658148811804,4658377840265,4658793152211,126,14
4658148785727,4658194728892,4658793262907,126,14
4658148907300,4658240545178,4658795544098,126,14
4658154126355,4658751688361,4658797838497,126,14
4658153924632,4658566534469,4658797930571,126,14
4658154058189,4658338161464,4658797990320,126,14
4658153882259,4658382918011,4658798055297,126,14
4658153896954,4658566605256,4658798103838,126,14
4658153975195,4658474445707,4658798115217,126,14
4658154125485,4658658901993,4658798137345,126,14
4658154118076,4658199782760,4658798149987,126,14
4658153946380,4658428727711,4658798206998,126,14
4658153874410,4658566512015,4658798227604,126,14
4658153919803,4658474416590,4658798248951,126,14
4658153907099,4658751722646,4658798265010,126,14
4658153917538,4658199796729,4658798334340,126,14
4658153977436,4658705485172,4658800683343,126,14
4658159194763,4658433823535,4658802972661,126,14
4658159003077,4658617676807,4658803016758,126,14
4658159125211,4658525760726,4658803074945,126,14
4658158978865,4658479474637,4658803139603,126,14
4658159017203,4658342269317,4658803186818,126,14
4658159055801,4658296644328,4658803266005,126,14
4658159187636,4658433797487,4658803304570,126,14
4658159107834,4658617842619,4658803412273,126,14
4658159026444,4658710898653,4658803428381,126,14
4658159199234,4658710548634,4658803446134,126,14
4658159003839,4658664123709,4658803460943,126,14
4658158991636,4658250706137,4658803481898,126,14
4658158979852,4658757669375,4658803512284,126,14
4658159133245,4658250709634,4658805817328,126,14
4658164291894,4658672140884,4658808109076,126,14
4658164244703,4658438870900,4658808132894,126,14
4658164186414,4658669092014,4658808200965,126,14
4658164289742,4658484835458,4658808211787,126,14
4658164093638,4658670341204,4658808261196,126,14
4658164394422,4658301704869,4658808347578,126,14
4658164173832,4658347296099,4658808502312,126,14
4658164430581,4658438863292,4658808522644,126,14
4658164289724,4658579973356,4658808540671,126,14
4658164081161,4658762106659,4658808556632,126,14
4658164098344,4658484890473,4658808570872,126,14
4658164089467,4658576764481,4658808666661,126,14
4658164234743,4658301659047,4658808682512,126,14
4658164307374,4658255794375,4658810965951,126,14
4658169310392,4658398172223,4658813217263,126,14
4658169317431,4658215381999,4658813268696,126,14
4658169528746,4658535836343,4658813288188,126,14
4658169390110,4658489882524,4658813388876,126,14
4658169252638,4658353361265,4658813413327,126,14
4658169453965,4658215059904,4658813437696,126,14
4658169247735,4658444015702,4658813579845,126,14
4658169204933,4658215095465,4658813662651,126,14
4658169286379,4658398199483,4658813673291,126,14
4658169352163,4658215065734,4658813734853,126,14
4658169536317,4658674265843,4658813757032,126,14
4658169442261,4658674307284,4658813769122,126,14
4658169297146,4658306719378,4658813842543,126,14
4658169366532,4658306608219,4658816101329,126,14
4658174388368,4658586927556,4658818317726,126,14
4658174379155,4658265994585,4658818450331,126,14
4658174454487,4658633142759,4658818487544,126,14
4658174321428,4658679444270,4658818498313,126,14
4658174514788,4658494863230,4658818525900,126,14
4658174598851,4658634298416,4658818604647,126,14
4658174326091,4658544214273,4658818653402,126,14
4658174338719,4658494850622,4658818763227,126,14
4658174295771,4658679393371,4658818803273,126,14
4658174603601,4658357541248,4658818850401,126,14
4658174415020,4658772233713,4658818875941,126,14
4658174503348,4658587030773,4658818896560,126,14
4658174365621,4658679354962,4658818930884,126,14
4658174430344,4658403292985,4658821226813,126,14
4658179452526,4658731267285,4658823407278,126,14
4658179399847,4658546074617,4658823535575,126,14
4658179525266,4658225279376,4658823571890,126,14
4658179575041,4658362540336,4658823601530,126,14
4658179442599,4658454089828,4658823609041,126,14
4658179671165,4658316779478,4658823682967,126,14
4658179408618,4658408390458,4658823721338,126,14
4658179596130,4658316801154,4658823859427,126,14
4658179386028,4658271071853,4658823887668,126,14
4658179681807,4658272029974,4658823924740,126,14
4658179516403,4658638064409,4658823934559,126,14
4658179448001,4658226380175,4658823969264,126,14
4658179433257,4658684756858,4658824006886,126,14
4658179638903,4658271063765,4658826348613,126,14
