Sent,Received,Returned,Frames,Nodes
4729388763583,4729746149566,4730678258294,252,18
4729389026773,4729674605168,4730678292664,252,18
4729388620827,4730034128133,4730678380112,252,18
4729388701566,4729676148801,4730678388657,252,18
4729389054398,4729747453551,4730678401767,252,18
4729388999205,4729961015187,4730678455506,252,18
4729388911173,4729603067252,4730678475311,252,18
4729388941429,4729602908564,4730678532884,252,18
4729388819851,4730391327640,4730679435013,252,18
4729388880743,4729746243852,4730679457308,252,18
4729388797988,4729819391768,4730679485479,252,18
4729388639345,4730177216184,4730679495072,252,18
4729388664448,4729676162873,4730679503559,252,18
4729389106299,4729890983160,4730679533780,252,18
4729388972543,4729890821896,4730679547058,252,18
4729388776027,4730464288197,4730679558300,252,18
4729389078303,4730319379979,4730679607023,252,18
4729388860598,4729531211719,4730682188779,252,18
4729393831433,4730539841353,4730683378860,252,18
4729394077119,4730256897504,4730683438002,252,18
4729393715677,4729538008864,4730683455807,252,18
4729394121492,4730539943053,4730683479331,252,18
4729393763928,4730468118804,4730683493262,252,18
4729394060617,4730328365833,4730683532119,252,18
4729393974886,4730039167649,4730683563171,252,18
4729394004090,4729536199245,4730683592782,252,18
4729393880891,4729466874275,4730684508985,252,18
4729393859964,4729610000233,4730684559350,252,18
4729393737859,4730182403221,4730684584081,252,18
4729393840036,4730038224641,4730684599101,252,18
4729393730248,4730612983681,4730684610405,252,18
4729393944632,4729823268256,4730684648367,252,18
4729394154008,4729967253739,4730684666299,252,18
4729394043111,4730038139095,4730684679363,252,18
4729394138296,4730113092477,4730684696099,252,18
4729393923094,4730039100247,4730687312366,252,18
4729398892564,4730114707923,4730688491033,252,18
4729398785584,4729613420605,4730688542761,252,18
4729399140817,4730115793893,4730688556477,252,18
4729399179930,4729543090116,4730688570999,252,18
4729398816559,4729686325337,4730688586857,252,18
4729399118082,4729756339670,4730688600651,252,18
4729398992386,4729543128819,4730688642817,252,18
4729399063054,4730477165033,4730688663062,252,18
4729398899195,4730618125815,4730689662637,252,18
4729398920851,4730473264481,4730689709045,252,18
4729398903637,4730259462876,4730689722121,252,18
4729399213102,4730473228415,4730690013109,252,18
4729398796630,4730618415645,4730690087806,252,18
4729398812571,4730546081624,4730690142155,252,18
4729399101869,4729901025860,4730690196518,252,18
4729399196003,4730617029354,4730690261558,252,18
4729399004125,4730620789173,4730690287880,252,18
4729398988090,4730259425093,4730692429712,252,18
4729403907154,4729761587731,4730693609718,252,18
4729404226956,4729905120608,4730693636347,252,18
4729403878583,4729761478070,4730693679727,252,18
4729404236673,4730334750053,4730693694200,252,18
4729404122236,4729762785140,4730693777064,252,18
4729404174681,4730623290834,4730693791490,252,18
4729404054023,4730049382768,4730693811728,252,18
4729403914208,4730119790731,4730693829638,252,18
4729403956985,4730623223181,4730694748242,252,18
4729403968495,4730551281574,4730695047550,252,18
4729403979074,4730408188076,4730695102725,252,18
4729404272742,4730263212974,4730695113811,252,18
4729403892915,4730408153579,4730695167838,252,18
4729403913064,4729477087148,4730695227928,252,18
4729404159702,4729833524209,4730695280754,252,18
4729404252862,4730550321646,4730695342742,252,18
4729404067312,4730263344280,4730695414923,252,18
4729404045872,4729833551515,4730697506381,252,18
4729408962987,4730484711326,4730698727823,252,18
4729409313902,4729839863205,4730698755467,252,18
4729408952710,4729985118291,4730698770925,252,18
4729409295134,4730125834219,4730698825041,252,18
4729409179516,4730197697567,4730698845766,252,18
4729409231460,4729911182951,4730698878967,252,18
4729409117498,4730269728842,4730698939022,252,18
4729408976694,4730341067029,4730698952365,252,18
4729409015938,4729482108001,4730699828829,252,18
4729409031848,4729767904137,4730700129555,252,18
4729409039871,4729766603714,4730700180989,252,18
4729409332759,4729553265489,4730700196234,252,18
4729409006806,4730339699391,4730700240717,252,18
4729409056779,4729839995624,4730700301256,252,18
4729409220943,4730627260973,4730700351694,252,18
4729409309830,4730555396842,4730700412737,252,18
4729409126279,4730053431893,4730700490372,252,18
4729409103054,4729623591148,4730702666601,252,18
4729414069298,4730058601401,4730703836422,252,18
4729414373981,4729558707017,4730703844391,252,18
4729414075601,4730344904812,4730703874515,252,18
4729414352530,4730274798569,4730703898216,252,18
4729414236184,4730492404549,4730703914478,252,18
4729414288254,4730059708711,4730703945476,252,18
4729414175695,4729771746186,4730704007945,252,18
4729414102433,4729556528852,4730704018396,252,18
4729414138366,4729986738045,4730704947683,252,18
4729414122236,4730632403509,4730705245961,252,18
4729414113205,4730561603232,4730705268987,252,18
4729414391354,4730130990448,4730705300932,252,18
4729414109273,4729485308440,4730705313644,252,18
4729414133249,4730058656722,4730705386669,252,18
4729414278515,4730489904945,4730705421790,252,18
4729414366599,4729487286933,4730705478916,252,18
4729414184483,4730561616239,4730705559224,252,18
4729414164821,4730488525573,4730707780347,252,18
4729419139448,4729991928078,4730708955191,252,18
4729419163022,4729563402929,4730708969871,252,18
4729419413329,4730637540593,4730708981600,252,18
4729419348120,4729777035016,4730709046496,252,18
4729419296496,4730637582012,4730709096073,252,18
4729419437187,4730351369132,4730709127223,252,18
4729419239850,4729921462260,4730709161516,252,18
4729419165350,4730206894500,4730709172993,252,18
4729419202656,4730207058012,4730710065318,252,18
4729419185852,4730637509775,4730710326715,252,18
4729419147854,4730637506760,4730710395106,252,18
4729419452901,4730565635585,4730710402890,252,18
4729419183286,4729852238981,4730710427834,252,18
4729419172034,4730063761019,4730710459712,252,18
4729419339534,4730063768857,4730710493324,252,18
4729419426189,4730064722623,4730710549742,252,18
4729419245424,4729635247585,4730710633216,252,18
4729419210751,4730566700149,4730712867824,252,18
4729424239880,4730068778943,4730714084127,252,18
4729424479949,4730427093168,4730714120143,252,18
4729424409770,4730643814003,4730714128510,252,18
4729424265282,4729926509607,4730714160816,252,18
4729424358013,4730283588295,4730714190538,252,18
4729424602887,4730213186225,4730714212526,252,18
4729424309172,4730212250937,4730714235489,252,18
4729424253560,4730428411436,4730714249124,252,18
4729424275529,4730069804414,4730715149308,252,18
4729424269963,4729925330025,4730715411000,252,18
4729424486394,4730643750878,4730715479816,252,18
4729424235538,4729997271390,4730715506838,252,18
4729424250240,4730212354275,4730715535090,252,18
4729424229223,4729497370818,4730715552972,252,18
4729424405449,4729638893385,4730715596773,252,18
4729424491392,4729497450740,4730715630322,252,18
4729424312863,4729854055401,4730715697112,252,18
4729424284159,4729925373578,4730717943722,252,18
4729429336439,4730575787148,4730719160476,252,18
4729429545098,4730432253280,4730719204112,252,18
4729429477017,4730504082825,4730719223531,252,18
4729429362195,4730360278670,4730719238669,252,18
4729429383671,4730145270463,4730719274610,252,18
4729429673298,4729573886718,4730719281425,252,18
4729429394246,4729500550481,4730719304491,252,18
4729429350983,4730576963577,4730719322119,252,18
4729431246064,4729930531355,4730720233168,252,18
4729431349405,4729859216306,4730720491119,252,18
4729431341221,4730504065234,4730720623947,252,18
4729431257019,4729788507798,4730720654931,252,18
4729431332619,4729645431466,4730720673988,252,18
4729431305358,4730145292235,4730720690990,252,18
4729431295271,4730361727325,4730720704514,252,18
4729431297870,4730074943818,4730720709702,252,18
4729431323648,4730146400439,4730720772166,252,18
4729431306035,4730290099724,4730723022805,252,18
4729434406186,4730654199207,4730724236902,252,18
4729434608606,4729649017778,4730724289034,252,18
4729434802305,4730080044695,4730724297966,252,18
4729434427792,4730150401988,4730724314014,252,18
4729434737551,4730297761471,4730724341602,252,18
4729434411769,4729649027716,4730724354128,252,18
4729434810873,4729865503346,4730724376748,252,18
4729434420846,4729650530613,4730724396188,252,18
4729436379231,4730580967736,4730725306276,252,18
4729436417143,4730295156445,4730725573270,252,18
4729436409269,4730509229024,4730725711034,252,18
4729436594093,4729936538308,4730725741775,252,18
4729436398369,4730652779256,4730725748567,252,18
4729436586055,4729793768992,4730725768683,252,18
4729436899959,4730438793961,4730725790922,252,18
4729436371463,4729936635621,4730725805896,252,18
4729436390638,4730656631465,4730725878883,252,18
4729436381156,4730150414087,4730728102637,252,18
4729439492714,4730659276100,4730729345647,252,18
4729439871465,4729941666561,4730729375192,252,18
4729439511717,4729940623430,4730729396563,252,18
4729439596327,4730085128379,4730729403157,252,18
4729439674736,4729584150111,4730729423507,252,18
4729439797061,4730442705550,4730729452614,252,18
4729439881248,4730227693640,4730729468830,252,18
4729439505545,4730298940675,4730729500824,252,18
4729441498482,4730586215464,4730730409544,252,18
4729441736080,4730084074749,4730730655494,252,18
4729441655591,4729941640006,4730730786618,252,18
4729441720211,4730227551622,4730730797781,252,18
4729441663533,4730228557771,4730730848567,252,18
4729441480327,4730371957314,4730730860327,252,18
4729441471234,4730084091968,4730730874226,252,18
4729441960258,4729727049617,4730730901894,252,18
4729441455945,4729869479443,4730730995434,252,18
4729441491907,4730013586376,4730733223588,252,18
4729444571065,4730591236796,4730734472342,252,18
4729444935302,4730519412589,4730734487173,252,18
4729444736181,4730663003421,4730734555095,252,18
4729444978600,4730520660574,4730734580717,252,18
4729444896002,4730161777368,4730734611580,252,18
4729444607519,4729660784115,4730734640598,252,18
4729444659112,4729732054066,4730734652407,252,18
4729444578246,4730523108919,4730734671529,252,18
4729446584409,4730447768086,4730735482236,252,18
4729446809501,4730018739051,4730735737436,252,18
4729446719431,4729804039698,4730735873869,252,18
4729446789364,4730232639258,4730735889743,252,18
4729446552458,4730305451308,4730735912381,252,18
4729446730699,4730663131101,4730735933601,252,18
4729446597614,4729875668192,4730735960094,252,18
4729447022453,4730519484507,4730735969581,252,18
4729446558000,4729587245480,4730736071001,252,18
4729446591761,4730233888104,4730738301065,252,18
4729449688573,4730094285928,4730739687150,252,18
4729449731992,4729951848583,4730739854280,252,18
4729449996945,4730022867076,4730739875592,252,18
4729449709757,4730382061613,4730739894328,252,18
4729449702121,4729950781028,4730739944470,252,18
4729449961923,4729665874864,4730739964028,252,18
4729449796716,4730310663468,4730739980300,252,18
4729450096017,4729807957048,4730740035780,252,18
4729451648193,4730310609348,4730740559365,252,18
4729451870312,4730310552528,4730740855596,252,18
4729451781984,4729664325797,4730740962732,252,18
4729451854133,4730237724585,4730740969699,252,18
4729451792485,4729954204736,4730741006489,252,18
4729451598513,4730023858434,4730741028591,252,18
4729451661127,4729808103338,4730741035199,252,18
4729452114294,4729592512113,4730741047400,252,18
4729451606416,4730239029811,4730741171393,252,18
4729451681317,4730095365467,4730743436900,252,18
4729454782535,4729599540452,4730744955208,252,18
4729455089060,4730529658352,4730744973608,252,18
4729454839749,4730031455923,4730745007735,252,18
4729454798111,4729955863660,4730745012673,252,18
4729455021601,4729955867464,4730745048160,252,18
4729454863096,4729669476300,4730745073828,252,18
4729454776855,4729816321584,4730745083513,252,18
4729455182965,4730100468977,4730745120860,252,18
4729456689120,4729527946435,4730745674867,252,18
4729456932229,4730457938470,4730745964769,252,18
4729456921052,4730529717905,4730746043810,252,18
4729456842371,4729814378285,4730746084925,252,18
4729456890692,4730099475862,4730746102867,252,18
4729457216434,4730174554062,4730746119211,252,18
4729456715300,4730530905659,4730746129939,252,18
4729456721465,4730171971861,4730746142741,252,18
4729456703848,4730677064766,4730746306340,252,18
4729456782220,4730459231994,4730748519916,252,18
