Sent,Received,Returned,Frames,Nodes
4598327926086,4598379202123,4598789341177,90,9
4598328400128,4598378800399,4598789472234,90,9
4598327342341,4598635565086,4598789613717,90,9
4598327678515,4598686476304,4598789623201,90,9
4598328054708,4598686642465,4598789654618,90,9
4598328294190,4598686377237,4598789713155,90,9
4598327653303,4598378901129,4598789760148,90,9
4598327784349,4598533174945,4598789870843,90,9
4598328189555,4598379226622,4598789955931,90,9
4598333026046,4598589517990,4598794595891,90,9
4598332480259,4598640636276,4598794707405,90,9
4598332837929,4598384383034,4598794813575,90,9
4598333406296,4598538380397,4598794833537,90,9
4598333172972,4598640599241,4598794882581,90,9
4598333485524,4598742920203,4598794891694,90,9
4598332811803,4598742788560,4598794936946,90,9
4598332886819,4598589375427,4598795010132,90,9
4598333280385,4598487165814,4598795097002,90,9
4598338104547,4598696683166,4598799774391,90,9
4598337615655,4598440884438,4598799892897,90,9
4598338568905,4598389100994,4598800002438,90,9
4598338502674,4598696659715,4598800109930,90,9
4598337934512,4598389501790,4598800124995,90,9
4598337948474,4598543390798,4598800179140,90,9
4598338261827,4598645680940,4598800333682,90,9
4598338361965,4598492310966,4598800397627,90,9
4598337974367,4598543338236,4598800481251,90,9
4598343180687,4598548426344,4598804955342,90,9
4598342741713,4598394604754,4598805058840,90,9
4598343087559,4598394621774,4598805281879,90,9
4598343614064,4598497365689,4598805318563,90,9
4598343571735,4598394569105,4598805326524,90,9
4598343059242,4598394379575,4598805420942,90,9
4598343375536,4598445994443,4598805478061,90,9
4598343438078,4598446001276,4598805517843,90,9
4598343072513,4598394578747,4598805598209,90,9
4598348254535,4598553710736,4598810195576,90,9
4598347823802,4598399815929,4598810237221,90,9
4598348235274,4598758310607,4598810463515,90,9
4598348634942,4598399665476,4598810518375,90,9
4598348680421,4598553798850,4598810729006,90,9
4598348521745,4598758397784,4598810780968,90,9
4598348450327,4598655803485,4598810855210,90,9
4598348221571,4598553741922,4598810938749,90,9
4598348211341,4598399888587,4598810988297,90,9
4598353415174,4598558809958,4598815381206,90,9
4598352968686,4598712101119,4598815428513,90,9
4598353366972,4598660867014,4598815649483,90,9
4598353746242,4598558866052,4598815883634,90,9
4598353702068,4598660910822,4598815916268,90,9
4598353593239,4598763675368,4598815966227,90,9
4598353521024,4598711980225,4598815988877,90,9
4598353403808,4598404724123,4598816059698,90,9
4598353362168,4598404976514,4598816107584,90,9
4598358528159,4598563884144,4598820552814,90,9
4598358129407,4598717224800,4598820596790,90,9
4598358458267,4598666002220,4598820804449,90,9
4598358765128,4598512668796,4598821064142,90,9
4598358663797,4598615006652,4598821178452,90,9
4598358595485,4598461443092,4598821292170,90,9
4598358813156,4598717115545,4598821351571,90,9
4598358487277,4598615009065,4598821388218,90,9
4598358500760,4598410077504,4598821493710,90,9
4598363658044,4598620145590,4598825684722,90,9
4598363277834,4598620111336,4598825776639,90,9
4598363542997,4598517927201,4598825910358,90,9
4598363833402,4598671096925,4598826289444,90,9
4598363739982,4598568980708,4598826388216,90,9
4598363668250,4598773875241,4598826416358,90,9
4598363880338,4598415084957,4598826465341,90,9
4598363610416,4598620284006,4598826513431,90,9
4598363605837,4598722276052,4598826593696,90,9
4598368926905,4598420268257,4598830860410,90,9
4598368455363,4598574163618,4598830928988,90,9
4598368634615,4598727480561,4598831023107,90,9
4598368947554,4598420334808,4598831409277,90,9
4598368821351,4598420289049,4598831531820,90,9
4598368962206,4598523050787,4598831600901,90,9
4598368823522,4598676449538,4598831648935,90,9
4598368891605,4598779097654,4598831689472,90,9
4598368783087,4598574067688,4598831735375,90,9
4598374047849,4598681319237,4598836027052,90,9
4598373674973,4598630330812,4598836070659,90,9
4598373764083,4598477056356,4598836129284,90,9
4598374116561,4598425526637,4598836571594,90,9
4598373970908,4598681346183,4598836757642,90,9
4598374048706,4598528183759,4598836780874,90,9
4598374094862,4598630327789,4598836888671,90,9
4598373981893,4598784262093,4598836928507,90,9
4598373955408,4598784511619,4598836975622,90,9
