Sent,Received,Returned,Frames,Nodes
8834248131737,8834298594149,8834329375195,16,9
8834253225211,8834277967766,8834334463775,16,9
8834258297343,8834303599719,8834339537488,16,9
8834263370709,8834288107337,8834344611142,16,9
8834268438320,8834303649613,8834349702127,16,9
8834273509634,8834303592264,8834354775439,16,9
8834278582948,8834318941030,8834359840593,16,9
8834283651474,8834313741554,8834364906818,16,9
8834288738808,8834323934487,8834369973240,16,9
8834293820071,8834339205167,8834375038179,16,9
8834298908761,8834349409081,8834380111273,16,9
8834303977201,8834339211341,8834385201337,16,9
8834309067356,8834364833968,8834390267808,16,9
8834314134361,8834333656924,8834395332641,16,9
8834319224521,8834354534982,8834400406407,16,9
8834324286863,8834380053425,8834405452561,16,9
