Sent,Received,Returned,Frames,Nodes
8935216838077,8935277011485,8935415716312,22,19
8935225521344,8935378091929,8935423661968,22,19
8935230585454,8935282066840,8935433208771,22,19
8935235653164,8935378077145,8935438263940,22,19
8935240718419,8935444897833,8935466249235,22,19
8935245783719,8935404671416,8935523624644,22,19
8935250853700,8935447630817,8935536726582,22,19
8935255918243,8935367009586,8935551594276,22,19
8935260986175,8935440923557,8935556672157,22,19
8935266050631,8935361287163,8935561742853,22,19
8935271116867,8935545723988,8935566808139,22,19
8935276185104,8935528356994,8935571885490,22,19
8935281253156,8935514429685,8935576965079,22,19
8935286323057,8935466259503,8935582044263,22,19
8935291387881,8935352132783,8935587125754,22,19
8935296451243,8935422301922,8935592898619,22,19
8935301520568,8935386819442,8935601683816,22,19
8935306603454,8935427731347,8935606753826,22,19
8935311669809,8935432865999,8935611820992,22,19
8935316741961,8935386809274,8935616888830,22,19
8935321812567,8935461082223,8935621955604,22,19
8935326881935,8935494145429,8935627031137,22,19
