Sent,Received,Returned,Frames,Nodes
4606052345362,4606083195313,4606206800013,30,10
4606052766059,4606114528477,4606207073461,30,10
4606052223124,4606176339728,4606207111156,30,10
4606052676840,4606160197336,4606207179116,30,10
4606053393290,4606144606201,4606207214166,30,10
4606052874642,4606160173370,4606207298363,30,10
4606052540821,4606067992206,4606207394907,30,10
4606053169413,4606191433103,4606207493315,30,10
4606053377207,4606098276147,4606207547257,30,10
4606053624352,4606128971610,4606207693035,30,10
4606057509365,4606088281531,4606212209583,30,10
4606057864406,4606088944526,4606212266307,30,10
4606057343915,4606134328767,4606212336640,30,10
4606058559159,4606181499529,4606212386530,30,10
4606058046938,4606119661186,4606212459343,30,10
4606057797360,4606088466768,4606212496237,30,10
4606057667783,4606103685087,4606212543404,30,10
4606058280398,4606180950195,4606212616964,30,10
4606058526139,4606149667273,4606212708403,30,10
4606058726829,4606196837337,4606212822871,30,10
4606062647549,4606093361820,4606217388003,30,10
4606062936619,4606154993447,4606217460581,30,10
4606062453072,4606108612938,4606217531161,30,10
4606063616126,4606139338903,4606217561579,30,10
4606063413152,4606139409083,4606217753881,30,10
4606063128922,4606201623158,4606217791278,30,10
4606062758860,4606078131965,4606217849439,30,10
4606063809349,4606154925512,4606217935224,30,10
4606062900045,4606170585989,4606217988456,30,10
4606063676609,4606078833758,4606218107276,30,10
