Sent,Received,Returned,Frames,Nodes
8811847715865,8811852851780,8811903646159,11,5
8811852820046,8811873307783,8811908776932,11,5
8811857912085,8811873313242,8811913891821,11,5
8811863004965,8811883507894,8811919136795,11,5
8811868075665,8811888606534,8811924235123,11,5
8811873145531,8811883423229,8811929344233,11,5
8811878227581,8811893639488,8811934464713,11,5
8811883304455,8811903875193,8811939594171,11,5
8811888381599,8811908936846,8811944737228,11,5
8811893460584,8811914005646,8811949967522,11,5
8811898543430,8811919115704,8811955090354,11,5
