Sent,Received,Returned,Frames,Nodes
4607098054506,4607350311079,4607458562102,70,10
4607097878958,4607169852857,4607458686972,70,10
4607098385952,4607314487266,4607458850463,70,10
4607098329689,4607169891002,4607459099558,70,10
4607098115800,4607422696692,4607459141874,70,10
4607098509407,4607242537074,4607459234439,70,10
4607098350788,4607206413396,4607459302087,70,10
4607097964288,4607170152232,4607459347463,70,10
4607098188692,4607206199996,4607459444096,70,10
4607098289227,4607169966893,4607459493758,70,10
4607103132149,4607319793533,4607463679170,70,10
4607103028917,4607247574855,4607463946304,70,10
4607103437887,4607319538510,4607464248917,70,10
4607103480269,4607283879255,4607464286720,70,10
4607103185963,4607319754580,4607464299978,70,10
4607103595417,4607175149015,4607464368034,70,10
4607103466091,4607427855163,4607464419262,70,10
4607103081660,4607175247491,4607464473818,70,10
4607103310345,4607283635400,4607464577493,70,10
4607103357481,4607139070421,4607464612937,70,10
4607108205838,4607433200426,4607468784725,70,10
4607108126636,4607324766978,4607469092262,70,10
4607108596059,4607396798466,4607469432481,70,10
4607108583341,4607252767156,4607469502771,70,10
4607108513566,4607288801141,4607469545321,70,10
4607108662711,4607324818024,4607469569044,70,10
4607108256222,4607180385781,4607469634414,70,10
4607108387342,4607288954218,4607469655180,70,10
4607108184739,4607252904060,4607469688402,70,10
4607108431883,4607288834892,4607469779690,70,10
4607113272748,4607257881077,4607473935451,70,10
4607113243438,4607185331829,4607474245222,70,10
4607113678774,4607149233254,4607474602095,70,10
4607113588493,4607294014205,4607474644548,70,10
4607113694769,4607402048700,4607474666652,70,10
4607113726525,4607402272250,4607474683047,70,10
4607113339429,4607257970318,4607474748182,70,10
4607113456409,4607329811734,4607474765562,70,10
4607113307998,4607438191488,4607474806494,70,10
4607113507326,4607402211851,4607474863029,70,10
4607118358857,4607335097567,4607479067685,70,10
4607118370982,4607190574035,4607479362159,70,10
4607118765304,4607263295637,4607479640439,70,10
4607118777644,4607263065849,4607479764097,70,10
4607118665851,4607154243247,4607479779811,70,10
4607118415141,4607299426714,4607479801741,70,10
4607118731041,4607335236922,4607479836560,70,10
4607118525453,4607263243662,4607479858988,70,10
4607118395779,4607154328475,4607479888926,70,10
4607118582624,4607263184892,4607479937507,70,10
4607123477182,4607340161348,4607484198559,70,10
4607123493726,4607376095851,4607484485508,70,10
4607123836724,4607340071750,4607484739895,70,10
4607123856251,4607340220168,4607484839811,70,10
4607123735134,4607195737287,4607484904635,70,10
4607123600953,4607376213886,4607484941759,70,10
4607123812140,4607159462770,4607485021618,70,10
4607123515189,4607304308186,4607485053160,70,10
4607123656315,4607268334148,4607485070074,70,10
4607123538015,4607304503966,4607485116932,70,10
4607128656980,4607164627515,4607489325189,70,10
4607128584467,4607381190508,4607489603698,70,10
4607128956044,4607453842994,4607489869266,70,10
4607128943037,4607418034082,4607489921046,70,10
4607128801778,4607417515962,4607489995643,70,10
4607128665009,4607273629881,4607490086485,70,10
4607128730208,4607453748891,4607490153854,70,10
4607128600354,4607273427553,4607490175061,70,10
4607128613636,4607309585192,4607490201946,70,10
4607128925542,4607309391466,4607490249285,70,10
