Sent,Received,Returned,Frames,Nodes
4570300257307,4570649254515,4570737156907,85,5
4570300063033,4570649309113,4570737195790,85,5
4570300120407,4570562439917,4570737382588,85,5
4570300035903,4570474839919,4570737431403,85,5
4570300215471,4570562628144,4570737473293,85,5
4570305325486,4570567651632,4570742383572,85,5
4570305171381,4570654419234,4570742480531,85,5
4570305185832,4570392323150,4570742520520,85,5
4570305112824,4570654409262,4570742550764,85,5
4570305279397,4570392268323,4570742699046,85,5
4570310393871,4570485038889,4570747537245,85,5
4570310309340,4570572542242,4570747621183,85,5
4570310458940,4570572587029,4570747639594,85,5
4570310385450,4570397368323,4570747677920,85,5
4570310391172,4570572775276,4570747798276,85,5
4570315689965,4570664813243,4570752663118,85,5
4570315603544,4570490289874,4570752716224,85,5
4570315700079,4570577687273,4570752789433,85,5
4570315609826,4570490319853,4570752850172,85,5
4570315612856,4570490421795,4570752881072,85,5
4570320753762,4570407661699,4570757813233,85,5
4570320738998,4570495446616,4570757856912,85,5
4570320772038,4570495541051,4570757897428,85,5
4570320720886,4570669937739,4570757934323,85,5
4570320705001,4570407758475,4570757957758,85,5
4570325877052,4570675193647,4570762969386,85,5
4570325839566,4570500731593,4570762993106,85,5
4570325778273,4570500704368,4570763094279,85,5
4570325821700,4570500636829,4570763127559,85,5
4570325830844,4570412829151,4570763162157,85,5
4570330976559,4570593025555,4570768107714,85,5
4570330953069,4570592951457,4570768168726,85,5
4570330881523,4570680324914,4570768190467,85,5
4570330942794,4570505816744,4570768243551,85,5
4570330898227,4570417904393,4570768280985,85,5
4570336035375,4570685550192,4570773267252,85,5
4570336015868,4570423031519,4570773302346,85,5
4570335958095,4570598099962,4570773319140,85,5
4570335965614,4570685481868,4570773369485,85,5
4570336012585,4570423054384,4570773420225,85,5
4570341116951,4570690704021,4570778433673,85,5
4570341062542,4570516287322,4570778465743,85,5
4570341108638,4570690676678,4570778513969,85,5
4570341044524,4570516392707,4570778546988,85,5
4570341137385,4570428184794,4570778565155,85,5
4570346205964,4570695724930,4570783695099,85,5
4570346183873,4570608302188,4570783715783,85,5
4570346187158,4570608248745,4570783777149,85,5
4570346119478,4570433420648,4570783843953,85,5
4570346162513,4570521468838,4570783878412,85,5
4570351316526,4570700909881,4570788821715,85,5
4570351259886,4570526687236,4570788868126,85,5
4570351267990,4570613447600,4570788888793,85,5
4570351233489,4570526651216,4570788940312,85,5
4570351242813,4570613357805,4570788966811,85,5
4570356487155,4570531637772,4570793923508,85,5
4570356401856,4570706252788,4570794000483,85,5
4570356414240,4570443697431,4570794025409,85,5
4570356378994,4570531786148,4570794032111,85,5
4570356474805,4570618484516,4570794062340,85,5
4570361602557,4570711307697,4570799075971,85,5
4570361505920,4570623574434,4570799108136,85,5
4570361554691,4570711395552,4570799147864,85,5
4570361537549,4570448905763,4570799172851,85,5
4570361524386,4570536928043,4570799199226,85,5
4570366638504,4570716557031,4570804217699,85,5
4570366760442,4570454217118,4570804236590,85,5
4570366691115,4570454249143,4570804295091,85,5
4570366642094,4570628690164,4570804347193,85,5
4570366674902,4570628721934,4570804378300,85,5
4570371736695,4570633900528,4570809524766,85,5
4570371756632,4570721707105,4570809597439,85,5
4570371788965,4570721671569,4570809631700,85,5
4570371768098,4570547181615,4570809646292,85,5
4570371843269,4570633821856,4570809707852,85,5
4570376934053,4570552353498,4570814686564,85,5
4570376922551,4570552259428,4570814753865,85,5
4570376895670,4570552270001,4570814802206,85,5
4570376901052,4570638938827,4570814875324,85,5
4570377042607,4570552090207,4570814940842,85,5
4570382038219,4570731984152,4570819805810,85,5
4570382067258,4570644096689,4570819900910,85,5
4570382053867,4570644073292,4570819949906,85,5
4570382003655,4570557432341,4570820003761,85,5
4570382112711,4570557210345,4570820066086,85,5
