Sent,Received,Returned,Frames,Nodes
1092828724979,1092840612541,1092889708296,12,9
1092833816862,1092876853028,1092894800812,12,9
1092838886556,1092876931269,1092899961856,12,9
1092843960701,1092882008233,1092905044988,12,9
1092849039499,1092887077055,1092910153255,12,9
1092854119657,1092881936539,1092915225320,12,9
1092859197056,1092892139962,1092920307418,12,9
1092864266054,1092918725913,1092925373279,12,9
1092869338136,1092918656033,1092930451596,12,9
1092874446961,1092896533484,1092935528431,12,9
1092879484682,1092928794876,1092940633423,12,9
1092884607098,1092939063654,1092945741157,12,9
